RECN,ID,TIME,CMT,EVID,AMT,DV,LNDV,FLAG,DGRP,ROUTE,BW,ADA,SPEC,CMPD
2978,541,48,2,0,0,0.72502,-0.32155,0,9,1,3,0,2,2
2979,541,144,2,0,0,0,0,1,9,1,3,0,2,2
2980,541,240,2,0,0,0,0,1,9,1,3,0,2,2
2981,541,336,2,0,0,0,0,1,9,1,3,0,2,2
2982,542,0,1,1,0.9,0,0,0,0.9,1,0.3,0,3,2
2983,542,0.083,2,0,0,55.36,4.0139,0,0.9,1,0.3,0,3,2
2984,542,0.5,2,0,0,39.949,3.6876,0,0.9,1,0.3,0,3,2
2985,542,1,2,0,0,15.024,2.7096,0,0.9,1,0.3,0,3,2
2986,542,2,2,0,0,8.7299,2.1668,0,0.9,1,0.3,0,3,2
2987,542,4,2,0,0,6.7878,1.9151,0,0.9,1,0.3,0,3,2
2988,542,24,2,0,0,0.58017,-0.54443,0,0.9,1,0.3,0,3,2
2989,542,48,2,0,0,0,0,1,0.9,1,0.3,0,3,2
2990,542,144,2,0,0,0,0,1,0.9,1,0.3,0,3,2
2991,542,240,2,0,0,0,0,1,0.9,1,0.3,0,3,2
2992,542,336,2,0,0,0,0,1,0.9,1,0.3,0,3,2
2993,543,0,1,1,0.06,0,0,0,0.06,1,0.02,0,4,2
2994,543,0.083,2,0,0,82.711,4.4154,0,0.06,1,0.02,0,4,2
2995,543,0.5,2,0,0,23.891,3.1735,0,0.06,1,0.02,0,4,2
2996,543,1,2,0,0,11.983,2.4835,0,0.06,1,0.02,0,4,2
2997,543,2,2,0,0,5.4281,1.6916,0,0.06,1,0.02,0,4,2
2998,543,4,2,0,0,4.4789,1.4994,0,0.06,1,0.02,0,4,2
2999,543,24,2,0,0,0,0,1,0.06,1,0.02,0,4,2
3000,543,48,2,0,0,0,0,1,0.06,1,0.02,0,4,2
3001,543,144,2,0,0,0,0,1,0.06,1,0.02,0,4,2
3002,543,240,2,0,0,0,0,1,0.06,1,0.02,0,4,2
3003,543,336,2,0,0,0,0,1,0.06,1,0.02,0,4,2
3004,544,0,1,1,30,0,0,0,30,1,3,0,2,2
3005,544,0.083,2,0,0,182.79,5.2084,0,30,1,3,0,2,2
3006,544,0.5,2,0,0,150.82,5.0161,0,30,1,3,0,2,2
3007,544,1,2,0,0,58.277,4.0652,0,30,1,3,0,2,2
3008,544,2,2,0,0,49.689,3.9058,0,30,1,3,0,2,2
3009,544,4,2,0,0,40.456,3.7002,0,30,1,3,0,2,2
3010,544,24,2,0,0,4.7881,1.5661,0,30,1,3,0,2,2
3011,544,48,2,0,0,3.0698,1.1216,0,30,1,3,0,2,2
3012,544,144,2,0,0,0,0,1,30,1,3,0,2,2
3013,544,240,2,0,0,0,0,1,30,1,3,0,2,2
3014,544,336,2,0,0,0,0,1,30,1,3,0,2,2
3015,545,0,1,1,3,0,0,0,3,1,0.3,0,3,2
3016,545,0.083,2,0,0,362.83,5.8939,0,3,1,0.3,0,3,2
3017,545,0.5,2,0,0,114.75,4.7428,0,3,1,0.3,0,3,2
3018,545,1,2,0,0,31.274,3.4428,0,3,1,0.3,0,3,2
3019,545,2,2,0,0,9.1362,2.2122,0,3,1,0.3,0,3,2
3020,545,4,2,0,0,16.413,2.7981,0,3,1,0.3,0,3,2
3021,545,24,2,0,0,1.3665,0.31222,0,3,1,0.3,0,3,2
3022,545,48,2,0,0,0,0,1,3,1,0.3,0,3,2
3023,545,144,2,0,0,0,0,1,3,1,0.3,0,3,2
3024,545,240,2,0,0,0,0,1,3,1,0.3,0,3,2
3025,545,336,2,0,0,0,0,1,3,1,0.3,0,3,2
3026,546,0,1,1,0.2,0,0,0,0.2,1,0.02,0,4,2
3027,546,0.083,2,0,0,101.76,4.6226,0,0.2,1,0.02,0,4,2
3028,546,0.5,2,0,0,61.478,4.1187,0,0.2,1,0.02,0,4,2
3029,546,1,2,0,0,42.703,3.7543,0,0.2,1,0.02,0,4,2
3030,546,2,2,0,0,19.963,2.9939,0,0.2,1,0.02,0,4,2
3031,546,4,2,0,0,13.207,2.5807,0,0.2,1,0.02,0,4,2
3032,546,24,2,0,0,0.31035,-1.17,0,0.2,1,0.02,0,4,2
3033,546,48,2,0,0,0,0,1,0.2,1,0.02,0,4,2
3034,546,144,2,0,0,0,0,1,0.2,1,0.02,0,4,2
3035,546,240,2,0,0,0,0,1,0.2,1,0.02,0,4,2
3036,546,336,2,0,0,0,0,1,0.2,1,0.02,0,4,2
3037,547,0,1,1,90,0,0,0,90,1,3,0,2,2
3038,547,0.083,2,0,0,584.49,6.3707,0,90,1,3,0,2,2
3039,547,0.5,2,0,0,605.64,6.4063,0,90,1,3,0,2,2
3040,547,1,2,0,0,141.16,4.9499,0,90,1,3,0,2,2
3041,547,2,2,0,0,150.57,5.0144,0,90,1,3,0,2,2
3042,547,4,2,0,0,50.656,3.9251,0,90,1,3,0,2,2
3043,547,24,2,0,0,29.786,3.394,0,90,1,3,0,2,2
3044,547,48,2,0,0,9.5682,2.2584,0,90,1,3,0,2,2
3045,547,144,2,0,0,0.096212,-2.3412,0,90,1,3,0,2,2
3046,547,240,2,0,0,0,0,1,90,1,3,0,2,2
3047,547,336,2,0,0,0,0,1,90,1,3,0,2,2
3048,548,0,1,1,9,0,0,0,9,1,0.3,0,3,2
3049,548,0.083,2,0,0,1006.2,6.9139,0,9,1,0.3,0,3,2
3050,548,0.5,2,0,0,349.09,5.8553,0,9,1,0.3,0,3,2
3051,548,1,2,0,0,233.43,5.4529,0,9,1,0.3,0,3,2
3052,548,2,2,0,0,61.7,4.1223,0,9,1,0.3,0,3,2
3053,548,4,2,0,0,62.975,4.1427,0,9,1,0.3,0,3,2
3054,548,24,2,0,0,3.4023,1.2244,0,9,1,0.3,0,3,2
3055,548,48,2,0,0,0.25764,-1.3562,0,9,1,0.3,0,3,2
3056,548,144,2,0,0,0,0,1,9,1,0.3,0,3,2
3057,548,240,2,0,0,0,0,1,9,1,0.3,0,3,2
3058,548,336,2,0,0,0,0,1,9,1,0.3,0,3,2
3059,549,0,1,1,0.6,0,0,0,0.6,1,0.02,0,4,2
3060,549,0.083,2,0,0,541.34,6.2941,0,0.6,1,0.02,0,4,2
3061,549,0.5,2,0,0,243.26,5.4941,0,0.6,1,0.02,0,4,2
3062,549,1,2,0,0,150.86,5.0163,0,0.6,1,0.02,0,4,2
3063,549,2,2,0,0,99.933,4.6045,0,0.6,1,0.02,0,4,2
3064,549,4,2,0,0,96.245,4.5669,0,0.6,1,0.02,0,4,2
3065,549,24,2,0,0,13.068,2.5701,0,0.6,1,0.02,0,4,2
3066,549,48,2,0,0,0.34304,-1.0699,0,0.6,1,0.02,0,4,2
3067,549,144,2,0,0,0,0,1,0.6,1,0.02,0,4,2
3068,549,240,2,0,0,0,0,1,0.6,1,0.02,0,4,2
3069,549,336,2,0,0,0,0,1,0.6,1,0.02,0,4,2
3070,550,0,2,1,9,0,0,0,9,2,3,0,2,2
3071,550,0.083,2,0,0,0.05555,-2.8905,0,9,2,3,0,2,2
3072,550,0.5,2,0,0,0.30673,-1.1818,0,9,2,3,0,2,2
3073,550,1,2,0,0,0.49775,-0.69765,0,9,2,3,0,2,2
3074,550,2,2,0,0,0.87926,-0.12868,0,9,2,3,0,2,2
3075,550,4,2,0,0,0.78091,-0.2473,0,9,2,3,0,2,2
3076,550,24,2,0,0,1.3859,0.32636,0,9,2,3,0,2,2
3077,550,48,2,0,0,0.092239,-2.3834,0,9,2,3,0,2,2
3078,550,144,2,0,0,0.12058,-2.1154,0,9,2,3,0,2,2
3079,550,240,2,0,0,0,0,1,9,2,3,0,2,2
3080,550,336,2,0,0,0,0,1,9,2,3,0,2,2
3081,551,0,2,1,0.9,0,0,0,0.9,2,0.3,0,3,2
3082,551,0.083,2,0,0,0.12613,-2.0705,0,0.9,2,0.3,0,3,2
3083,551,0.5,2,0,0,0.74776,-0.29067,0,0.9,2,0.3,0,3,2
3084,551,1,2,0,0,0.79938,-0.22392,0,0.9,2,0.3,0,3,2
3085,551,2,2,0,0,0.9742,-0.02614,0,0.9,2,0.3,0,3,2
3086,551,4,2,0,0,0.66299,-0.411,0,0.9,2,0.3,0,3,2
3087,551,24,2,0,0,1.6272,0.48686,0,0.9,2,0.3,0,3,2
3088,551,48,2,0,0,0.62277,-0.47358,0,0.9,2,0.3,0,3,2
3089,551,144,2,0,0,0,0,1,0.9,2,0.3,0,3,2
3090,551,240,2,0,0,0,0,1,0.9,2,0.3,0,3,2
3091,551,336,2,0,0,0,0,1,0.9,2,0.3,0,3,2
3092,552,0,2,1,0.06,0,0,0,0.06,2,0.02,0,4,2
3093,552,0.083,2,0,0,0.17225,-1.7588,0,0.06,2,0.02,0,4,2
3094,552,0.5,2,0,0,0.49917,-0.69481,0,0.06,2,0.02,0,4,2
3095,552,1,2,0,0,1.0236,0.023295,0,0.06,2,0.02,0,4,2
3096,552,2,2,0,0,0.85902,-0.15196,0,0.06,2,0.02,0,4,2
3097,552,4,2,0,0,1.5857,0.46101,0,0.06,2,0.02,0,4,2
3098,552,24,2,0,0,0.7995,-0.22376,0,0.06,2,0.02,0,4,2
3099,552,48,2,0,0,0.13368,-2.0123,0,0.06,2,0.02,0,4,2
3100,552,144,2,0,0,0,0,1,0.06,2,0.02,0,4,2
3101,552,240,2,0,0,0,0,1,0.06,2,0.02,0,4,2
3102,552,336,2,0,0,0,0,1,0.06,2,0.02,0,4,2
3103,553,0,2,1,30,0,0,0,30,2,3,0,2,2
3104,553,0.083,2,0,0,0.86192,-0.14859,0,30,2,3,0,2,2
3105,553,0.5,2,0,0,5.3451,1.6762,0,30,2,3,0,2,2
3106,553,1,2,0,0,7.7392,2.0463,0,30,2,3,0,2,2
3107,553,2,2,0,0,8.6952,2.1628,0,30,2,3,0,2,2
3108,553,4,2,0,0,10.902,2.389,0,30,2,3,0,2,2
3109,553,24,2,0,0,7.7536,2.0482,0,30,2,3,0,2,2
3110,553,48,2,0,0,5.0745,1.6242,0,30,2,3,0,2,2
3111,553,144,2,0,0,0.146,-1.9242,0,30,2,3,0,2,2
3112,553,240,2,0,0,0,0,1,30,2,3,0,2,2
3113,553,336,2,0,0,0,0,1,30,2,3,0,2,2
3114,554,0,2,1,3,0,0,0,3,2,0.3,0,3,2
3115,554,0.083,2,0,0,0.28714,-1.2478,0,3,2,0.3,0,3,2
3116,554,0.5,2,0,0,1.0592,0.057482,0,3,2,0.3,0,3,2
3117,554,1,2,0,0,2.12,0.7514,0,3,2,0.3,0,3,2
3118,554,2,2,0,0,2.7148,0.99871,0,3,2,0.3,0,3,2
3119,554,4,2,0,0,3.289,1.1906,0,3,2,0.3,0,3,2
3120,554,24,2,0,0,4.9046,1.5902,0,3,2,0.3,0,3,2
3121,554,48,2,0,0,2.7487,1.0111,0,3,2,0.3,0,3,2
3122,554,144,2,0,0,0.10189,-2.2839,0,3,2,0.3,0,3,2
3123,554,240,2,0,0,0,0,1,3,2,0.3,0,3,2
3124,554,336,2,0,0,0,0,1,3,2,0.3,0,3,2
3125,555,0,2,1,0.2,0,0,0,0.2,2,0.02,0,4,2
3126,555,0.083,2,0,0,0.61352,-0.48853,0,0.2,2,0.02,0,4,2
3127,555,0.5,2,0,0,3.8316,1.3433,0,0.2,2,0.02,0,4,2
3128,555,1,2,0,0,5.535,1.7111,0,0.2,2,0.02,0,4,2
3129,555,2,2,0,0,4.5322,1.5112,0,0.2,2,0.02,0,4,2
3130,555,4,2,0,0,6.5548,1.8802,0,0.2,2,0.02,0,4,2
3131,555,24,2,0,0,0.8528,-0.15923,0,0.2,2,0.02,0,4,2
3132,555,48,2,0,0,0,0,1,0.2,2,0.02,0,4,2
3133,555,144,2,0,0,0,0,1,0.2,2,0.02,0,4,2
3134,555,240,2,0,0,0,0,1,0.2,2,0.02,0,4,2
3135,555,336,2,0,0,0,0,1,0.2,2,0.02,0,4,2
3136,556,0,2,1,90,0,0,0,90,2,3,0,2,2
3137,556,0.083,2,0,0,1.6796,0.51854,0,90,2,3,0,2,2
3138,556,0.5,2,0,0,5.8123,1.76,0,90,2,3,0,2,2
3139,556,1,2,0,0,9.5683,2.2585,0,90,2,3,0,2,2
3140,556,2,2,0,0,2.675,0.98394,0,90,2,3,0,2,2
3141,556,4,2,0,0,33.803,3.5206,0,90,2,3,0,2,2
3142,556,24,2,0,0,57.188,4.0463,0,90,2,3,0,2,2
3143,556,48,2,0,0,26.101,3.262,0,90,2,3,0,2,2
3144,556,144,2,0,0,0.7027,-0.35282,0,90,2,3,0,2,2
3145,556,240,2,0,0,0,0,1,90,2,3,0,2,2
3146,556,336,2,0,0,0,0,1,90,2,3,0,2,2
3147,557,0,2,1,9,0,0,0,9,2,0.3,0,3,2
3148,557,0.083,2,0,0,0.97557,-0.02473,0,9,2,0.3,0,3,2
3149,557,0.5,2,0,0,9.6532,2.2673,0,9,2,0.3,0,3,2
3150,557,1,2,0,0,8.6255,2.1547,0,9,2,0.3,0,3,2
3151,557,2,2,0,0,22.177,3.0991,0,9,2,0.3,0,3,2
3152,557,4,2,0,0,16.358,2.7947,0,9,2,0.3,0,3,2
3153,557,24,2,0,0,24.562,3.2012,0,9,2,0.3,0,3,2
3154,557,48,2,0,0,13.535,2.6053,0,9,2,0.3,0,3,2
3155,557,144,2,0,0,0.31223,-1.164,0,9,2,0.3,0,3,2
3156,557,240,2,0,0,0,0,1,9,2,0.3,0,3,2
3157,557,336,2,0,0,0,0,1,9,2,0.3,0,3,2
3158,558,0,2,1,0.6,0,0,0,0.6,2,0.02,0,4,2
3159,558,0.083,2,0,0,1.1,0.095269,0,0.6,2,0.02,0,4,2
3160,558,0.5,2,0,0,3.2264,1.1714,0,0.6,2,0.02,0,4,2
3161,558,1,2,0,0,4.7365,1.5553,0,0.6,2,0.02,0,4,2
3162,558,2,2,0,0,6.0145,1.7942,0,0.6,2,0.02,0,4,2
3163,558,4,2,0,0,5.9419,1.782,0,0.6,2,0.02,0,4,2
3164,558,24,2,0,0,7.4181,2.0039,0,0.6,2,0.02,0,4,2
3165,558,48,2,0,0,3.7179,1.3132,0,0.6,2,0.02,0,4,2
3166,558,144,2,0,0,0.067407,-2.697,0,0.6,2,0.02,0,4,2
3167,558,240,2,0,0,0,0,1,0.6,2,0.02,0,4,2
3168,558,336,2,0,0,0,0,1,0.6,2,0.02,0,4,2
3169,577,0,1,1,9,0,0,0,9,1,3,0,2,1
3170,577,0.083,2,0,0,36.092,3.5861,0,9,1,3,0,2,1
3171,577,0.5,2,0,0,75.226,4.3205,0,9,1,3,0,2,1
3172,577,1,2,0,0,96.34,4.5679,0,9,1,3,0,2,1
3173,577,2,2,0,0,55.346,4.0136,0,9,1,3,0,2,1
3174,577,4,2,0,0,60.625,4.1047,0,9,1,3,0,2,1
3175,577,24,2,0,0,26.071,3.2608,0,9,1,3,0,2,1
3176,577,48,2,0,0,5.9932,1.7906,0,9,1,3,0,2,1
3177,577,144,2,0,0,0,0,1,9,1,3,0,2,1
3178,577,240,2,0,0,0,0,1,9,1,3,0,2,1
3179,577,336,2,0,0,0,0,1,9,1,3,0,2,1
3180,578,0,1,1,0.9,0,0,0,0.9,1,0.3,1,3,1
3181,578,0.083,2,0,0,75.603,4.3255,0,0.9,1,0.3,1,3,1
3182,578,0.5,2,0,0,76.131,4.3325,0,0.9,1,0.3,1,3,1
3183,578,1,2,0,0,66.624,4.1991,0,0.9,1,0.3,1,3,1
3184,578,2,2,0,0,35.855,3.5795,0,0.9,1,0.3,1,3,1
3185,578,4,2,0,0,66.503,4.1972,0,0.9,1,0.3,1,3,1
3186,578,24,2,0,0,27.068,3.2984,0,0.9,1,0.3,1,3,1
3187,578,48,2,0,0,15.446,2.7373,0,0.9,1,0.3,1,3,1
3188,578,144,2,0,0,0.058408,-2.8403,0,0.9,1,0.3,1,3,1
3189,578,240,2,0,0,0,0,1,0.9,1,0.3,1,3,1
3190,578,336,2,0,0,0,0,1,0.9,1,0.3,1,3,1
3191,579,0,1,1,0.06,0,0,0,0.06,1,0.02,0,4,1
3192,579,0.083,2,0,0,52.742,3.9654,0,0.06,1,0.02,0,4,1
3193,579,0.5,2,0,0,42.96,3.7603,0,0.06,1,0.02,0,4,1
3194,579,1,2,0,0,66.097,4.1911,0,0.06,1,0.02,0,4,1
3195,579,2,2,0,0,85.101,4.4438,0,0.06,1,0.02,0,4,1
3196,579,4,2,0,0,29.955,3.3997,0,0.06,1,0.02,0,4,1
3197,579,24,2,0,0,34.364,3.537,0,0.06,1,0.02,0,4,1
3198,579,48,2,0,0,23.994,3.1778,0,0.06,1,0.02,0,4,1
3199,579,144,2,0,0,6.4591,1.8655,0,0.06,1,0.02,0,4,1
3200,579,240,2,0,0,9.0494,2.2027,0,0.06,1,0.02,0,4,1
3201,579,336,2,0,0,2.0235,0.70485,0,0.06,1,0.02,0,4,1
3202,580,0,1,1,30,0,0,0,30,1,3,0,2,1
3203,580,0.083,2,0,0,182.19,5.2051,0,30,1,3,0,2,1
3204,580,0.5,2,0,0,167.54,5.1212,0,30,1,3,0,2,1
3205,580,1,2,0,0,186.44,5.2281,0,30,1,3,0,2,1
3206,580,2,2,0,0,246.34,5.5067,0,30,1,3,0,2,1
3207,580,4,2,0,0,182.44,5.2064,0,30,1,3,0,2,1
3208,580,24,2,0,0,137.48,4.9235,0,30,1,3,0,2,1
3209,580,48,2,0,0,79.607,4.3771,0,30,1,3,0,2,1
3210,580,144,2,0,0,17.956,2.8879,0,30,1,3,0,2,1
3211,580,240,2,0,0,0,0,1,30,1,3,0,2,1
3212,580,336,2,0,0,0,0,1,30,1,3,0,2,1
3213,581,0,1,1,3,0,0,0,3,1,0.3,0,3,1
3214,581,0.083,2,0,0,295.84,5.6898,0,3,1,0.3,0,3,1
3215,581,0.5,2,0,0,315.49,5.7541,0,3,1,0.3,0,3,1
3216,581,1,2,0,0,402.97,5.9989,0,3,1,0.3,0,3,1
3217,581,2,2,0,0,304.08,5.7173,0,3,1,0.3,0,3,1
3218,581,4,2,0,0,201.53,5.3059,0,3,1,0.3,0,3,1
3219,581,24,2,0,0,141.01,4.9488,0,3,1,0.3,0,3,1
3220,581,48,2,0,0,122.9,4.8113,0,3,1,0.3,0,3,1
3221,581,144,2,0,0,65.629,4.184,0,3,1,0.3,0,3,1
3222,581,240,2,0,0,46.755,3.8449,0,3,1,0.3,0,3,1
3223,581,336,2,0,0,19.692,2.9802,0,3,1,0.3,0,3,1
3224,582,0,1,1,0.2,0,0,0,0.2,1,0.02,1,4,1
3225,582,0.083,2,0,0,253.64,5.5359,0,0.2,1,0.02,1,4,1
3226,582,0.5,2,0,0,210,5.3471,0,0.2,1,0.02,1,4,1
3227,582,1,2,0,0,291.22,5.6741,0,0.2,1,0.02,1,4,1
3228,582,2,2,0,0,206.59,5.3307,0,0.2,1,0.02,1,4,1
3229,582,4,2,0,0,156.73,5.0545,0,0.2,1,0.02,1,4,1
3230,582,24,2,0,0,87.717,4.4741,0,0.2,1,0.02,1,4,1
3231,582,48,2,0,0,37.521,3.6249,0,0.2,1,0.02,1,4,1
3232,582,144,2,0,0,0,0,1,0.2,1,0.02,1,4,1
3233,582,240,2,0,0,0,0,1,0.2,1,0.02,1,4,1
3234,582,336,2,0,0,0,0,1,0.2,1,0.02,1,4,1
3235,583,0,1,1,90,0,0,0,90,1,3,0,2,1
3236,583,0.083,2,0,0,746.1,6.6149,0,90,1,3,0,2,1
3237,583,0.5,2,0,0,513.06,6.2404,0,90,1,3,0,2,1
3238,583,1,2,0,0,629.42,6.4448,0,90,1,3,0,2,1
3239,583,2,2,0,0,810.07,6.6971,0,90,1,3,0,2,1
3240,583,4,2,0,0,819.09,6.7082,0,90,1,3,0,2,1
3241,583,24,2,0,0,399.5,5.9902,0,90,1,3,0,2,1
3242,583,48,2,0,0,301.51,5.7088,0,90,1,3,0,2,1
3243,583,144,2,0,0,69.08,4.2353,0,90,1,3,0,2,1
3244,583,240,2,0,0,11.055,2.4029,0,90,1,3,0,2,1
3245,583,336,2,0,0,0.084256,-2.4739,0,90,1,3,0,2,1
3246,584,0,1,1,9,0,0,0,9,1,0.3,1,3,1
3247,584,0.083,2,0,0,712.67,6.569,0,9,1,0.3,1,3,1
3248,584,0.5,2,0,0,471.85,6.1567,0,9,1,0.3,1,3,1
3249,584,1,2,0,0,748.29,6.6178,0,9,1,0.3,1,3,1
3250,584,2,2,0,0,315.95,5.7556,0,9,1,0.3,1,3,1
3251,584,4,2,0,0,817.81,6.7066,0,9,1,0.3,1,3,1
3252,584,24,2,0,0,124.3,4.8227,0,9,1,0.3,1,3,1
3253,584,48,2,0,0,183.47,5.2121,0,9,1,0.3,1,3,1
3254,584,144,2,0,0,0.40802,-0.89643,0,9,1,0.3,1,3,1
3255,584,240,2,0,0,0,0,1,9,1,0.3,1,3,1
3256,584,336,2,0,0,0,0,1,9,1,0.3,1,3,1
3257,585,0,1,1,0.6,0,0,0,0.6,1,0.02,1,4,1
3258,585,0.083,2,0,0,740.94,6.6079,0,0.6,1,0.02,1,4,1
3259,585,0.5,2,0,0,668.98,6.5058,0,0.6,1,0.02,1,4,1
3260,585,1,2,0,0,1064.8,6.9705,0,0.6,1,0.02,1,4,1
3261,585,2,2,0,0,699.78,6.5508,0,0.6,1,0.02,1,4,1
3262,585,4,2,0,0,452.98,6.1158,0,0.6,1,0.02,1,4,1
3263,585,24,2,0,0,259.27,5.5579,0,0.6,1,0.02,1,4,1
3264,585,48,2,0,0,125.21,4.83,0,0.6,1,0.02,1,4,1
3265,585,144,2,0,0,0.14557,-1.9271,0,0.6,1,0.02,1,4,1
3266,585,240,2,0,0,0,0,1,0.6,1,0.02,1,4,1
3267,585,336,2,0,0,0,0,1,0.6,1,0.02,1,4,1
3268,586,0,2,1,9,0,0,0,9,2,3,0,2,1
3269,586,0.083,2,0,0,0.48088,-0.73214,0,9,2,3,0,2,1
3270,586,0.5,2,0,0,3.4147,1.2281,0,9,2,3,0,2,1
3271,586,1,2,0,0,8.8068,2.1755,0,9,2,3,0,2,1
3272,586,2,2,0,0,19.454,2.9681,0,9,2,3,0,2,1
3273,586,4,2,0,0,32.114,3.4693,0,9,2,3,0,2,1
3274,586,24,2,0,0,14.558,2.6781,0,9,2,3,0,2,1
3275,586,48,2,0,0,0,0,1,9,2,3,0,2,1
3276,586,144,2,0,0,0,0,1,9,2,3,0,2,1
3277,586,240,2,0,0,0,0,1,9,2,3,0,2,1
3278,586,336,2,0,0,0,0,1,9,2,3,0,2,1
3279,587,0,2,1,0.9,0,0,0,0.9,2,0.3,0,3,1
3280,587,0.083,2,0,0,0.8328,-0.18296,0,0.9,2,0.3,0,3,1
3281,587,0.5,2,0,0,6.4905,1.8703,0,0.9,2,0.3,0,3,1
3282,587,1,2,0,0,7.2656,1.9831,0,0.9,2,0.3,0,3,1
3283,587,2,2,0,0,15.783,2.7589,0,0.9,2,0.3,0,3,1
3284,587,4,2,0,0,16.875,2.8258,0,0.9,2,0.3,0,3,1
3285,587,24,2,0,0,54.014,3.9892,0,0.9,2,0.3,0,3,1
3286,587,48,2,0,0,20.448,3.0179,0,0.9,2,0.3,0,3,1
3287,587,144,2,0,0,10.833,2.3826,0,0.9,2,0.3,0,3,1
3288,587,240,2,0,0,4.0317,1.3942,0,0.9,2,0.3,0,3,1
3289,587,336,2,0,0,3.0978,1.1307,0,0.9,2,0.3,0,3,1
3290,588,0,2,1,0.06,0,0,0,0.06,2,0.02,0,4,1
3291,588,0.083,2,0,0,0.40981,-0.89206,0,0.06,2,0.02,0,4,1
3292,588,0.5,2,0,0,3.0704,1.1218,0,0.06,2,0.02,0,4,1
3293,588,1,2,0,0,6.6289,1.8914,0,0.06,2,0.02,0,4,1
3294,588,2,2,0,0,11.464,2.4392,0,0.06,2,0.02,0,4,1
3295,588,4,2,0,0,14.631,2.6832,0,0.06,2,0.02,0,4,1
3296,588,24,2,0,0,21.217,3.0548,0,0.06,2,0.02,0,4,1
3297,588,48,2,0,0,8.1538,2.0985,0,0.06,2,0.02,0,4,1
3298,588,144,2,0,0,2.6252,0.96517,0,0.06,2,0.02,0,4,1
3299,588,240,2,0,0,0.92214,-0.081059,0,0.06,2,0.02,0,4,1
3300,588,336,2,0,0,0.31912,-1.1422,0,0.06,2,0.02,0,4,1
3301,589,0,2,1,30,0,0,0,30,2,3,0,2,1
3302,589,0.083,2,0,0,0.7937,-0.23105,0,30,2,3,0,2,1
3303,589,0.5,2,0,0,12.764,2.5466,0,30,2,3,0,2,1
3304,589,1,2,0,0,9.7642,2.2787,0,30,2,3,0,2,1
3305,589,2,2,0,0,32.433,3.4792,0,30,2,3,0,2,1
3306,589,4,2,0,0,57.082,4.0445,0,30,2,3,0,2,1
3307,589,24,2,0,0,118.45,4.7745,0,30,2,3,0,2,1
3308,589,48,2,0,0,96.478,4.5693,0,30,2,3,0,2,1
3309,589,144,2,0,0,2.3936,0.8728,0,30,2,3,0,2,1
3310,589,240,2,0,0,0,0,1,30,2,3,0,2,1
3311,589,336,2,0,0,0,0,1,30,2,3,0,2,1
3312,590,0,2,1,3,0,0,0,3,2,0.3,0,3,1
3313,590,0.083,2,0,0,0.6246,-0.47065,0,3,2,0.3,0,3,1
3314,590,0.5,2,0,0,11.019,2.3997,0,3,2,0.3,0,3,1
3315,590,1,2,0,0,19.908,2.9911,0,3,2,0.3,0,3,1
3316,590,2,2,0,0,27.521,3.3149,0,3,2,0.3,0,3,1
3317,590,4,2,0,0,46.238,3.8338,0,3,2,0.3,0,3,1
3318,590,24,2,0,0,117.61,4.7674,0,3,2,0.3,0,3,1
3319,590,48,2,0,0,25.437,3.2362,0,3,2,0.3,0,3,1
3320,590,144,2,0,0,14.405,2.6676,0,3,2,0.3,0,3,1
3321,590,240,2,0,0,27.67,3.3204,0,3,2,0.3,0,3,1
3322,590,336,2,0,0,15.75,2.7568,0,3,2,0.3,0,3,1
3323,591,0,2,1,0.2,0,0,0,0.2,2,0.02,0,4,1
3324,591,0.083,2,0,0,1.8562,0.61854,0,0.2,2,0.02,0,4,1
3325,591,0.5,2,0,0,11.507,2.4429,0,0.2,2,0.02,0,4,1
3326,591,1,2,0,0,26.659,3.2831,0,0.2,2,0.02,0,4,1
3327,591,2,2,0,0,28.172,3.3383,0,0.2,2,0.02,0,4,1
3328,591,4,2,0,0,28.8,3.3604,0,0.2,2,0.02,0,4,1
3329,591,24,2,0,0,90.213,4.5022,0,0.2,2,0.02,0,4,1
3330,591,48,2,0,0,43.596,3.775,0,0.2,2,0.02,0,4,1
3331,591,144,2,0,0,14.31,2.6609,0,0.2,2,0.02,0,4,1
3332,591,240,2,0,0,7.5188,2.0174,0,0.2,2,0.02,0,4,1
3333,591,336,2,0,0,2.5099,0.92024,0,0.2,2,0.02,0,4,1
3334,592,0,2,1,90,0,0,0,90,2,3,0,2,1
3335,592,0.083,2,0,0,5.3805,1.6828,0,90,2,3,0,2,1
3336,592,0.5,2,0,0,19.401,2.9653,0,90,2,3,0,2,1
3337,592,1,2,0,0,54.13,3.9914,0,90,2,3,0,2,1
3338,592,2,2,0,0,93.136,4.5341,0,90,2,3,0,2,1
3339,592,4,2,0,0,115.09,4.7457,0,90,2,3,0,2,1
3340,592,24,2,0,0,385.63,5.9549,0,90,2,3,0,2,1
3341,592,48,2,0,0,380.86,5.9424,0,90,2,3,0,2,1
3342,592,144,2,0,0,129.52,4.8639,0,90,2,3,0,2,1
3343,592,240,2,0,0,73.33,4.295,0,90,2,3,0,2,1
3344,592,336,2,0,0,13.804,2.625,0,90,2,3,0,2,1
3345,593,0,2,1,9,0,0,0,9,2,0.3,0,3,1
3346,593,0.083,2,0,0,9.2911,2.2291,0,9,2,0.3,0,3,1
3347,593,0.5,2,0,0,53.875,3.9867,0,9,2,0.3,0,3,1
